

STATION ID,NUM BIKES AVAILABLE,NUM BIKES DISABLED,NUM DOCKS AVAILABLE,NUM DOCKS DISABLED,IS INSTALLED,IS RENTING,IS RETURNING,LAST REPORTED,EIGHTD HAS AVAILABLE KEYS
"2012",6,2,28,"",1,1,1,"1473904959",""
"2017","",4,35,"",1,1,1,"1473904585",""
"2021",1,7,18,17,1,1,1,"1473905314",""
"2022",8,"",25,"",1,1,1,"1473903972",""
"2023",1,"",35,"",1,1,1,"1473904760",""
"3002","","",25,"",1,1,1,"1473905214",true
"3016",31,"",16,"",1,1,1,"1473904975",true
"3041",2,1,21,"",1,1,1,"1473897608",""
"3042",6,"",13,"",1,1,1,"1473904268",""
"3043",11,1,7,"",1,1,1,"1473903918",""
"3044",7,"",20,"",1,1,1,"1473904325",""
"3046",12,"",7,"",1,1,1,"1473904899",""
"3047",11,"",10,"",1,1,1,"1473903182",""
"3048",13,"",6,"",1,1,1,"1473903910",""
"3049",5,"",13,"",1,1,1,"1473904783",""
"3050",13,"",8,"",1,1,1,"1473898932",""
"3052",19,1,3,"",1,1,1,"1473905123",""
"3053",3,"",20,"",1,1,1,"1473901375",""
"3054",4,"",15,"",1,1,1,"1473903855",""
"3055",12,"",11,"",1,1,1,"1473904620",""
"3056",5,"",18,"",1,1,1,"1473903696",""
"3057",17,"",1,"",1,1,1,"1473904754",""
"3058",9,"",15,"",1,1,1,"1473904738",""
"3059",8,"",11,"",1,1,1,"1473903855",""
"3060",9,"",10,"",1,1,1,"1473901710",""
"3061",8,"",13,"",1,1,1,"1473904423",""
"3062",2,"",21,"",1,1,1,"1473896445",""
"3063",6,"",14,"",1,1,1,"1473902741",""
"3064",3,2,18,"",1,1,1,"1473904624",""
"3065",4,"",23,"",1,1,1,"1473903712",""
"3066",1,"",18,"",1,1,1,"1473903072",""
"3067",18,"",9,"",1,1,1,"1473903528",""
"3068",2,"",22,"",1,1,1,"1473904549",""
"3069",1,"",24,"",1,1,1,"1473901629",""
"3070",5,"",18,"",1,1,1,"1473904729",""
"3071",17,2,"","",1,1,1,"1473904454",""
"3072",14,"",10,"",1,1,1,"1473899471",""
"3073",3,1,23,"",1,1,1,"1473905197",""
"3074",9,2,20,"",1,1,1,"1473905299",""
"3075","","",33,"",1,1,1,"1473903148",""
"3076",5,"",19,"",1,1,1,"1473904256",""
"3077",3,1,29,"",1,1,1,"1473903957",""
"3078","",2,25,"",1,1,1,"1473901515",""
"3079",15,"",9,"",1,1,1,"1473903474",""
"3080",6,"",15,"",1,1,1,"1473904809",""
"3081",3,"",20,"",1,1,1,"1473904691",""
"3082",9,"",16,"",1,1,1,"1473903313",""
"3083",6,1,23,"",1,1,1,"1473902722",""
"3084",10,"",9,"",1,1,1,"1473901164",""
"3085",10,"",15,"",1,1,1,"1473904391",""
"3086",3,1,21,"",1,1,1,"1473904238",""
"3087",19,1,16,"",1,1,1,"1473905228",""
"3088",13,"",6,"",1,1,1,"1473898710",""
"3089",1,"",20,"",1,1,1,"1473902913",""
"3090","",2,29,"",1,1,1,"1473904101",""
"3091",5,"",26,"",1,1,1,"1473904040",""
"3092","","",27,"",1,1,1,"1473901869",""
"3093","","",28,"",1,1,1,"1473904510",""
"3094",9,"",9,"",1,1,1,"1473903879",""
"3095",11,"",12,"",1,1,1,"1473901176",""
"3096",20,"",19,"",1,1,1,"1473905178",""
"3098",16,"",27,"",1,1,1,"1473904549",""
"3099",1,"",18,"",1,1,1,"1473902289",""
"3100",17,"",21,1,1,1,1,"1473904763",""
"3101",3,"",24,"",1,1,1,"1473904955",""
"3102",9,2,16,"",1,1,1,"1473901970",""
"3103",1,1,25,"",1,1,1,"1473905148",""
"3105",4,1,19,"",1,1,1,"1473904389",""
"3106",16,1,2,"",1,1,1,"1473904657",""
"3107",17,"",22,"",1,1,1,"1473904713",""
"3108",15,1,8,"",1,1,1,"1473905206",""
"3109",23,2,6,"",1,1,1,"1473904709",""
"3110",11,"",16,"",1,1,1,"1473904354",""
"3111",3,"",22,"",1,1,1,"1473905204",""
"3112",15,1,17,"",1,1,1,"1473904896",""
"3113",4,"",23,"",1,1,1,"1473905009",""
"3114",1,"",22,"",1,1,1,"1473901556",""
"3115",15,"",19,"",1,1,1,"1473904864",""
"3116",17,"",18,"",1,1,1,"1473904470",""
"3117",10,"",17,"",1,1,1,"1473905232",""
"3118",10,"",20,"",1,1,1,"1473905008",""
"3119",17,"",28,"",1,1,1,"1473904694",""
"3120",12,"",8,"",1,1,1,"1473904475",""
"3121","","",27,"",1,1,1,"1473891249",""
"3122",29,1,1,"",1,1,1,"1473904096",""
"3123",6,"",21,"",1,1,1,"1473899485",""
"3124",24,1,2,"",1,1,1,"1473904594",""
"3125",11,"",12,"",1,1,1,"1473904932",""
"3126",3,"",31,"",1,1,1,"1473904484",""
"3127",6,"",29,"",1,1,1,"1473899770",""
"3128",14,"",9,"",1,1,1,"1473895453",""
"3129",28,1,2,"",1,1,1,"1473905147",""
"3131","","",31,"",1,1,1,"1473904159",""
"3132","","",35,"",1,1,1,"1473901843",""
"3134","",2,49,"",1,1,1,"1473905074",""
"3135",29,1,11,"",1,1,1,"1473904468",""
"3137",4,"",26,1,1,1,1,"1473905109",true
"3139","","","","",1,"","","0",""
"3140",51,"",4,"",1,1,1,"1473905152",""
"3141",17,2,40,"",1,1,1,"1473905189",""
"3142",12,"",29,"",1,1,1,"1473905205",""
"3143",2,3,42,"",1,1,1,"1473903891",true
"3144",10,1,35,"",1,1,1,"1473902630",""
"3145",22,2,35,"",1,1,1,"1473903344",""
"3146",22,"",25,"",1,1,1,"1473905128",""
"3147",2,"",37,"",1,1,1,"1473904743",""
"3148",31,"","","",1,1,1,"1473904514",""
"3150",19,1,35,"",1,1,1,"1473904922",""
"3151",40,"",3,"",1,1,1,"1473904713",""
"3152",12,1,14,"",1,1,1,"1473904269",""
"3153",14,"",23,"",1,1,1,"1473904818",""
"3154","","","",23,1,"","","1472122935",""
"3155",2,1,36,"",1,1,1,"1473905253",""
"3156",17,"",22,"",1,1,1,"1473904650",""
"3157",19,2,26,"",1,1,1,"1473902570",""
"3158","","",31,"",1,1,1,"1473904825",""
"3159",2,2,27,"",1,1,1,"1473905142",""
"3160",3,2,34,"",1,1,1,"1473905224",true
"3161",32,"",27,"",1,1,1,"1473905145",""
"3162",18,"",21,"",1,1,1,"1473904851",""
"3163",4,2,37,"",1,1,1,"1473905271",true
"3164",28,"",39,"",1,1,1,"1473905307",""
"3165",10,"",41,"",1,1,1,"1473905119",true
"3166",27,"",14,"",1,1,1,"1473905254",""
"3167",26,"",29,"",1,1,1,"1473905034",""
"3168",4,3,24,"",1,1,1,"1473904897",true
"3169",9,2,48,"",1,1,1,"1473905116",""
"3170",8,1,26,"",1,1,1,"1473904763",""
"3171",7,3,29,"",1,1,1,"1473905223",""
"3172",23,1,3,"",1,1,1,"1473904025",""
"3173",45,2,16,"",1,1,1,"1473904404",""
"3175",8,"",23,"",1,1,1,"1473904504",""
"3176",12,2,29,"",1,1,1,"1473904711",""
"3177",54,2,7,"",1,1,1,"1473905292",""
"3178",18,"",41,"",1,1,1,"1473904984",""
"3179",5,"",18,"",1,1,1,"1473904950",""
"3180",15,"",16,"",1,1,1,"1473905258",""
"3182","",35,"",7,1,1,1,"1473904918",""
"3183",1,1,28,"",1,1,1,"1473904992",""
"3184",9,"",5,"",1,1,1,"1473900191",""
"3185",8,2,12,"",1,1,1,"1473905307",""
"3186","","",42,"",1,1,1,"1473904402",""
"3187",6,1,15,"",1,1,1,"1473905061",""
"3188",5,"",13,"",1,1,1,"1473899006",""
"3189",12,"",2,"",1,1,1,"1473892759",""
"3190",7,"",11,"",1,1,1,"1473886814",""
"3191",13,1,4,"",1,1,1,"1473843702",""
"3192",21,1,"","",1,1,1,"1473901174",""
"3193",12,1,5,"",1,1,1,"1473901940",""
"3194",7,1,6,"",1,1,1,"1473904309",""
"3195",1,1,32,"",1,1,1,"1473905056",""
"3196",6,1,11,"",1,1,1,"1473901970",""
"3197",4,1,13,"",1,1,1,"1473899094",""
"3198",8,2,8,"",1,1,1,"1473904229",""
"3199",1,1,12,"",1,1,1,"1473904889",""
"3200",13,1,4,"",1,1,1,"1473895066",""
"3201",4,"",14,"",1,1,1,"1473903860",""
"3202",3,"",15,"",1,1,1,"1473905226",""
"3203",15,1,10,"",1,1,1,"1473904348",""
"3205",12,"",10,"",1,1,1,"1473903128",""
"3206","","",26,"",1,1,1,"1473904866",""
"3207",10,"",16,"",1,1,1,"1473905242",""
"3209",7,1,14,"",1,1,1,"1473903642",""
"3210",6,2,10,"",1,1,1,"1473904228",""
"3211",14,3,5,"",1,1,1,"1473903433",""
"3212",7,1,14,"",1,1,1,"1473905171",""
"3213",14,"",7,"",1,1,1,"1473903520",""
"3214",22,"","","",1,1,1,"1473904953",""
"3215",9,1,8,"",1,1,1,"1473901260",""
"3216",3,1,14,"",1,1,1,"1473893621",""
"3217",6,2,10,"",1,1,1,"1473876322",""
"3220",6,"",12,"",1,1,1,"1473900013",""
"3221","",1,26,"",1,1,1,"1473895308",""
"3223",6,"",49,"",1,1,1,"1473904988",""
"3224",2,2,35,"",1,1,1,"1473905149",""
"3225",10,"",4,"",1,1,1,"1473904968",""
"3226",5,1,39,"",1,1,1,"1473904812",true
"3230","","",7,"",1,"","","1473892857",""
"3231","","",59,"",1,1,1,"1473901962",""
"3232",11,"",20,"",1,1,1,"1473904327",""
"3233","",3,36,"",1,1,1,"1473901855",""
"3235","",3,28,"",1,1,1,"1473898386",""
"3236",32,1,"","",1,1,1,"1473904727",""
"3237",16,"",9,"",1,1,1,"1473904498",""
"3238",24,"",13,"",1,1,1,"1473905095",""
"3241",5,"",14,"",1,1,1,"1473903332",""
"3242","",1,38,"",1,1,1,"1473901244",""
"3243",12,"",17,"",1,1,1,"1473904663",""
"3244","","","","",1,1,1,"0",""
"3246",1,1,37,"",1,1,1,"1473905301",""
"3249",3,"",12,"",1,1,1,"1473901890",""
"3254",27,"",2,"",1,1,1,"1473881135",""
"3255",65,1,1,"",1,1,1,"1473905234",""
"3256",19,"",3,"",1,1,1,"1473897213",""
"3258",2,"",35,"",1,1,1,"1473905056",""
"3259",7,3,17,"",1,1,1,"1473905090",""
"3260",3,1,27,"",1,1,1,"1473904803",""
"3263",9,3,47,"",1,1,1,"1473905098",""
"3264",4,"",39,"",1,1,1,"1473904977",""
"3265",27,1,3,"",1,1,1,"1473905237",""
"3267",13,"",1,"",1,1,1,"1473904907",""
"3268",12,1,1,"",1,1,1,"1473899436",""
"3269","","","","","","","","0",""
"3270",9,"",5,"",1,1,1,"1473905250",""
"3271","","",3,"",1,"","","1473345957",""
"3272",4,1,1,8,1,1,1,"1473904888",""
"3273",13,"",5,"",1,1,1,"1473904958",""
"3274",6,"",8,"",1,1,1,"1473895544",""
"3275",2,1,11,"",1,1,1,"1473903146",""
"3276",21,"",5,"",1,1,1,"1473904366",""
"3277","","","","","","","","0",""
"3278",12,1,"",1,1,1,1,"1473897960",""
"3279",12,1,5,"",1,1,1,"1473904579",""
"3280","","","","","","","","0",""
"3281",2,"",12,"",1,1,1,"1473896116",""
"3282",6,"",32,"",1,1,1,"1473905193",true
"3283",12,"",35,"",1,1,1,"1473904997",""
"3284","","",41,"",1,1,1,"1473905043",""
"3285",4,2,37,"",1,1,1,"1473905074",""
"3286",18,3,18,"",1,1,1,"1473905136",""
"3287",17,1,29,"",1,1,1,"1473904778",""
"3288",19,1,19,"",1,1,1,"1473904858",""
"3289",13,1,21,"",1,1,1,"1473905014",""
"3290",10,1,24,"",1,1,1,"1473905282",""
"3291",9,"",30,"",1,1,1,"1473902490",""
"3292",10,2,31,"",1,1,1,"1473899944",true
"3293",5,"",19,"",1,1,1,"1473905196",""
"3294",6,"",29,"",1,1,1,"1473904886",""
"3295",15,"",44,"",1,1,1,"1473904173",true
"3296","","","","","","","","0",""
"3297","",1,20,"",1,1,1,"1473905037",""
"3298",4,3,16,"",1,1,1,"1473904801",""
"3299","","","","","","","","0",""
"3300",6,"",19,"",1,1,1,"1473904988",""
"3301",14,"",25,"",1,1,1,"1473904521",""
"3302",1,"",22,"",1,1,1,"1473888607",""
"3303",13,1,11,"",1,1,1,"1473901678",""
"3304",6,"",21,"",1,1,1,"1473904369",""
"3305",13,"",26,"",1,1,1,"1473904834",""
"3306",5,"",18,"",1,1,1,"1473904625",""
"3307",21,"",10,"",1,1,1,"1473905236",""
"3308",19,"",8,"",1,1,1,"1473904352",""
"3309",5,1,24,"",1,1,1,"1473904312",""
"3310",4,"",19,1,1,1,1,"1473905079",""
"3311",14,"",7,"",1,1,1,"1473904506",""
"3312",34,3,2,"",1,1,1,"1473904605",""
"3313",7,1,21,"",1,1,1,"1473905052",""
